year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,5,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",203,52,35.45,1.1,3.57,0,11.88,7,0,2778,2084,131,108,0,455
2022,5,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",472,50,30.34,1.63,7.04,0,10.99,3,2,3134,1902,155,347,0,730
2022,5,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",172,16,13.35,0,0.65,0,2,8,1,533,434,0,28,0,71
2022,5,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",551,109,49.38,3.88,27.81,0,27.93,16,1,7266,2845,290,1609,0,2522
2022,5,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",122,9,7.07,0,0.57,0,1.36,2,0,495,387,0,13,0,95
2022,5,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",150,15,8.66,0.88,3.19,0,2.26,0,1,749,338,23,304,0,84
2022,5,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",95,6,5,0,0,0,1,0,0,265,240,0,0,0,25
2022,5,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",677,172,86.2,7.28,51.47,0.76,26.29,16,1,9715,4603,1546,2238,32,1296
2022,5,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",902,168,100.93,3.31,45.44,0.56,17.76,36,3,9069,5418,895,1779,31,946
2022,5,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",973,178,78.75,4.02,45.1,0,50.13,21,8,13006,6742,269,2202,0,3793
2022,5,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",88,10,9.02,0,0.15,0,0.83,0,0,416,358,0,10,0,48
2022,5,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4942,740,291.4,26.13,141.41,0,281.06,138,3,62042,32128,1448,6020,0,22446
2022,5,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",203,29,19.41,3.54,1.3,0,4.74,4,2,1571,1028,134,72,0,337
2022,5,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",62,11,8.93,0.83,0.55,0,0.7,1,0,534,455,24,42,0,13
2022,5,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",444,135,52.97,1.83,73.95,0,6.25,32,6,11051,4308,61,6001,0,681
2022,5,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",154,16,4.15,0,8.74,0,3.11,5,1,564,132,0,361,0,71
2022,5,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",62,15,9.49,0,3.9,0,1.61,1,1,524,362,0,105,0,57
2022,5,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",31,7,4.22,0,1,0,1.78,1,0,319,171,0,16,0,132
2022,5,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",32,8,5.7,0,0.4,0,1.9,0,0,420,284,0,19,0,117
2022,5,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1003,231,129.64,2.2,65.35,0,33.82,39,10,14351,8463,123,4042,0,1723
2022,5,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",62,12,6.09,0,3.5,0,2.41,1,0,371,172,0,103,0,96
2022,5,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",160,23,14.71,1.34,2.11,0,4.84,10,2,1235,706,81,63,0,385
2022,5,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",121,9,4.1,0,2,0,2.9,0,0,485,174,0,38,0,273
2022,5,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",61,11,7.42,0,2.28,0,1.3,0,0,421,331,0,52,0,38
2022,5,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31,6,3.09,0,0.11,0,2.8,0,0,415,162,0,6,0,247
2022,5,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",282,35,25.8,0.69,1.67,0,6.85,11,0,1594,1238,16,41,0,299
2022,5,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",181,18,13.41,0,2,0,2.59,5,1,774,580,0,88,0,106
2022,5,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",232,16,11.35,0,1.78,0,2.87,2,0,957,580,0,50,0,327
2022,5,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",219,42,25.12,0,11.34,0,5.53,2,0,4088,3140,0,289,0,659
2022,5,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",93,9,4.84,1,1.43,0,1.73,1,0,490,272,16,56,0,146
2022,5,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",62,7,5.75,0,1.19,0,0.06,0,0,209,184,0,21,0,4
2022,5,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",181,24,17.53,2,0.73,0,3.73,0,0,1281,978,96,24,0,183
2022,5,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",203,45,28.37,0,9.73,0,6.9,3,0,4025,3281,0,351,0,393
2022,5,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",568,104,56.51,1,19.14,0,27.36,8,1,9297,6533,84,1034,0,1646
2022,5,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",88,9,7.06,0,1,0,0.94,0,1,399,276,0,24,0,99
2022,5,DL,Delta Air Lines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",89,13,8.03,2,0.71,0,2.27,1,0,1483,595,754,26,0,108
2022,5,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",53,4,2.81,0,1,0,0.19,0,0,133,113,0,17,0,3
2022,5,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",283,53,35.97,0.3,7.08,0.64,9.01,8,0,3228,2541,11,296,49,331
2022,5,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",171,15,8.1,1,2.29,0,3.61,1,2,656,392,18,50,0,196
2022,5,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",425,87,61.86,1.6,8.8,0,14.74,9,1,5756,4636,40,324,0,756
2022,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2147,523,183.81,8.29,194.82,0.46,135.61,115,8,36161,17121,534,8952,40,9514
2022,5,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",52,12,6.43,0,3.54,0,2.04,0,0,1534,1320,0,106,0,108
2022,5,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1202,264,123.48,8.39,85.29,0,46.84,25,1,12809,6611,511,3134,0,2553
2022,5,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2582,462,214.3,11.48,147.8,0,88.42,79,0,29272,15948,1044,5573,0,6707
2022,5,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",121,8,7,0,0,0,1,1,0,354,322,0,0,0,32
2022,5,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2191,468,167.15,11.01,188.54,0,101.3,133,25,33061,12881,1696,10290,0,8194
2022,5,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",53,5,1.15,0,1.97,0,1.88,0,0,396,161,0,77,0,158
2022,5,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",166,22,13.18,0,3.8,0,5.02,1,0,1201,869,0,105,0,227
2022,5,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",502,68,35.98,1.04,7.47,0,23.51,8,0,5926,4084,44,189,0,1609
2022,5,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1634,334,166.18,5.45,105.8,0,56.58,55,2,21849,12581,291,4862,0,4115
2022,5,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",79,6,2.87,0.09,1.13,0,1.91,0,0,254,110,8,18,0,118
2022,5,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",93,30,24.58,0,2.51,0,2.91,1,0,1194,1062,0,66,0,66
2022,5,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",315,56,37.25,0.95,8.54,0,9.26,11,0,3411,2369,130,309,0,603
2022,5,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",758,160,73.04,2.09,55.11,0,29.76,35,4,13364,8389,128,2968,0,1879
2022,5,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",326,60,38.53,2.07,3.31,0,16.09,8,0,3955,2890,144,112,0,809
2022,5,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",124,25,15.8,0,4.67,0,4.53,4,0,1578,1201,0,157,0,220
2022,5,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",61,5,2.87,0,0.5,0,1.63,1,0,187,86,0,15,0,86
2022,5,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",124,19,14.89,0,1.03,0,3.08,2,0,2131,1969,0,20,0,142
2022,5,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",52,14,7.6,1,0.79,0,4.61,1,0,2774,2375,159,20,0,220
2022,5,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4700,713,318.64,21.94,149.58,1,221.84,125,32,58872,30803,2283,6973,62,18751
2022,5,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",556,87,44.57,0,20.45,1,20.98,29,0,4357,2263,0,829,105,1160
2022,5,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",175,15,11.35,1.14,1.61,0,0.9,1,0,884,781,25,51,0,27
2022,5,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",53,8,4.55,0,1.53,0,1.92,1,0,558,410,0,41,0,107
2022,5,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",95,12,9.17,0,1.26,0,1.57,0,0,948,867,0,28,0,53
2022,5,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",150,13,7.15,0,3.71,1,1.14,1,1,537,346,0,96,26,69
2022,5,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",141,19,12.8,0,2.05,0,4.15,3,0,882,532,0,49,0,301
2022,5,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",148,15,9.25,0,0.39,0,5.36,3,0,729,561,0,19,0,149
2022,5,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",827,123,66.22,1.41,31.98,0,23.39,24,1,9269,5284,762,1482,0,1741
2022,5,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",247,45,30.78,0,6.54,0,7.68,10,1,1678,1026,0,244,0,408
2022,5,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",557,111,60.97,0.33,22.7,0,26.99,33,0,8060,5194,9,1477,0,1380
2022,5,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",566,117,63.46,2.12,28.79,0,22.63,21,1,6399,4098,99,817,0,1385
2022,5,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",362,77,52.63,1.54,13.98,0,8.85,12,0,4334,3192,32,622,0,488
2022,5,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",818,113,68.94,4.76,14.36,0,24.95,38,1,6189,4342,326,427,0,1094
2022,5,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",173,32,22.58,0,1.09,0,8.32,10,0,1765,1252,0,29,0,484
2022,5,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",208,28,19.6,0,5.91,0,2.49,12,0,1072,809,0,148,0,115
2022,5,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",128,24,15.07,0,2.58,0,6.35,4,0,1197,840,0,80,0,277
2022,5,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",109,27,6.13,4.56,14.52,0,1.8,2,3,5460,481,2936,1879,0,164
2022,5,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",874,169,84.03,4.86,43.33,0,36.77,25,2,11149,6892,477,1525,0,2255
2022,5,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",232,40,27.28,0,6.61,0,6.11,8,0,1487,1155,0,185,0,147
2022,5,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",62,8,5.48,1,0.02,0,1.5,2,0,764,484,167,1,0,112
2022,5,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",52,5,3.66,0,0.1,0,1.24,0,0,212,141,0,3,0,68
2022,5,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",93,13,7.5,2,0.11,0,3.39,2,0,783,388,85,5,0,305
2022,5,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",609,115,66.71,1.52,26.72,0,20.04,17,0,6378,4320,80,1018,0,960
2022,5,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",691,110,62.98,1.78,16.94,0,28.3,20,1,5840,3427,75,665,0,1673
2022,5,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",418,70,33.22,6.93,12.02,0,17.83,8,3,3574,1813,544,361,0,856
2022,5,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",303,63,31.25,1,19.32,0,11.44,15,0,3905,2791,38,652,0,424
2022,5,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",212,35,25.29,1.29,3.85,0,4.57,9,0,1896,1474,28,121,0,273
2022,5,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2397,325,157.71,3.82,89.47,0,74,87,1,23101,15101,268,2477,0,5255
2022,5,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",767,155,93.51,1.86,42.19,0,17.43,21,1,8588,6032,292,1196,0,1068
2022,5,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",74,4,3.49,0,0.51,0,0,1,0,240,213,0,27,0,0
2022,5,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",159,40,17.48,1,11.71,0,9.81,3,0,3120,2138,29,350,0,603
2022,5,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",190,36,17.28,0.85,15.72,0,2.15,7,0,1609,1053,33,465,0,58
2022,5,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4156,567,248.13,22.27,120.08,0,176.52,112,9,46365,26474,2838,4433,0,12620
2022,5,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",211,38,20.01,2.88,9.2,0,5.92,3,0,2762,1661,334,238,0,529
2022,5,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",374,52,24.9,0.07,14.92,0,12.11,10,2,3396,2239,19,368,0,770
2022,5,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",227,40,23.43,1.82,7.62,0,7.13,5,1,1635,1083,36,261,0,255
2022,5,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",371,69,40.05,3.52,10.2,0,15.24,10,2,5272,3591,260,307,0,1114
2022,5,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",85,23,4.28,0,16.35,0,2.37,0,0,824,305,0,469,0,50
2022,5,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",8,2,1,0,1,0,0,0,0,46,31,0,15,0,0
2022,5,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",88,12,8.14,0,2.56,0,1.3,5,0,652,513,0,102,0,37
2022,5,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",135,29,16.6,2,4.38,0,6.02,0,0,1447,795,55,233,0,364
2022,5,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",1103,254,129.64,1.56,68.91,0,53.89,44,0,14067,8121,93,2863,0,2990
2022,5,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",121,11,9.22,0,0.71,0,1.07,0,0,1158,1096,0,25,0,37
2022,5,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",99,14,6.03,2,0.2,0,5.77,1,0,659,394,69,8,0,188
2022,5,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",140,19,12.13,1,1.07,0,4.8,4,0,1532,1126,15,47,0,344
2022,5,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",215,23,13.98,1,5.32,0,2.7,5,0,1053,705,55,181,0,112
2022,5,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",52,5,3.05,0,1,0,0.95,0,0,319,248,0,30,0,41
2022,5,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",9,3,1.4,0,0.79,0,0.81,0,0,87,33,0,24,0,30
2022,5,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",31,6,2.61,0,2.5,0,0.89,1,0,420,195,0,89,0,136
2022,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",667,281,79.95,2.36,76.44,0,122.25,12,0,20911,5004,135,4242,0,11530
2022,5,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",33,5,3.1,0.5,0.23,0,1.17,1,0,274,127,15,7,0,125
2022,5,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",79,27,10.1,0,11.72,0,5.17,1,0,1677,614,0,553,0,510
2022,5,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",9,4,1.27,0,2.33,0,0.4,0,0,144,22,0,116,0,6
2022,5,F9,Frontier Airlines Inc.,BKG,"Branson, MO: Branson Airport",9,3,0.8,0,1.2,0,1,0,0,150,50,0,81,0,19
2022,5,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",13,2,0.06,0,0.94,0,1,0,0,170,2,0,32,0,136
2022,5,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",65,18,4.93,1.24,4.29,0,7.53,2,0,874,143,104,117,0,510
2022,5,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",71,26,7.01,1,14.75,0,3.24,1,0,1306,490,18,584,0,214
2022,5,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",13,4,2.35,0,0.03,0,1.62,0,0,139,78,0,1,0,60
2022,5,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",9,5,2.59,0,0.46,0,1.95,0,0,478,369,0,24,0,85
2022,5,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",104,27,13.32,0,6.7,0,6.98,2,0,1463,658,0,357,0,448
2022,5,F9,Frontier Airlines Inc.,BUR,"Burbank, CA: Bob Hope",31,11,6.48,0,2.58,0,1.94,0,0,503,277,0,109,0,117
2022,5,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",127,53,25.45,1.99,8.66,0,16.9,2,1,3341,1509,141,304,0,1387
2022,5,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",10,3,0.02,0,0,0,2.98,1,0,446,7,0,0,0,439
2022,5,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",21,5,1.28,0,2.34,0,1.38,0,0,187,40,0,85,0,62
